line_item_id,invoice_id,product_id,product_family_name,currency_code,line_amount,description,ticket_id
li_0017849,inv_017849,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0001490,inv_001490,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0007201,inv_007201,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0017320,inv_017320,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016676,inv_016676,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0009746,inv_009746,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0012593,inv_012593,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0000195,inv_000195,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0022855,inv_022855,prod_6,Retainer,USD,2118.47,Retainer subscription payment (MONTHLY),
li_0000382,inv_000382,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0015039,inv_015039,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017153,inv_017153,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0009993,inv_009993,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0008379,inv_008379,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0048268,inv_034130,,PPR Charge,USD,375.00,PPR Charge for tkt_92571,tkt_92571
li_0012957,inv_012957,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0040774,inv_031121,,PPR Charge,AUD,500.00,PPR Charge for tkt_79733,tkt_79733
li_0016033,inv_016033,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0017626,inv_017626,prod_6,Retainer,USD,986.11,Retainer Paid Monthly (USD) subscription payment,
li_0006599,inv_006599,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0007166,inv_007166,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0021921,inv_021921,prod_5,Retainer,AUD,700.00,Retainer subscription payment (MONTHLY),
li_0009871,inv_009871,prod_6,Retainer,USD,1788.54,Retainer Paid Monthly (USD) subscription payment,
li_0010314,inv_010314,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0001818,inv_001818,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0013029,inv_013029,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0013197,inv_013197,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0002038,inv_002038,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0004281,inv_004281,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0003089,inv_003089,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016014,inv_016014,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0028515,inv_025958,,PPR Charge,AUD,500.00,PPR Charge for tkt_18168,tkt_18168
li_0002623,inv_002623,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0018175,inv_018175,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0013391,inv_013391,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0013101,inv_013101,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0009610,inv_009610,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017237,inv_017237,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0011964,inv_011964,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0003044,inv_003044,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0016141,inv_016141,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0007704,inv_007704,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017183,inv_017183,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0003903,inv_003903,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017933,inv_017933,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0018072,inv_018072,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0015480,inv_015480,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0054928,inv_036796,,PPR Charge,USD,375.00,PPR Charge for tkt_125261,tkt_125261
li_0054929,inv_036796,,PPR Charge,USD,375.00,PPR Charge for tkt_125257,tkt_125257
li_0054930,inv_036796,,PPR Charge,USD,375.00,PPR Charge for tkt_125258,tkt_125258
li_0054931,inv_036796,,PPR Charge,USD,375.00,PPR Charge for tkt_125276,tkt_125276
li_0021381,inv_021381,prod_6,Retainer,USD,3775.32,Retainer subscription payment (MONTHLY),
li_0004487,inv_004487,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0013589,inv_013589,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017597,inv_017597,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0021342,inv_021342,prod_6,Retainer,USD,858.40,Retainer subscription payment (MONTHLY),
li_0021575,inv_021575,prod_5,Retainer,AUD,700.00,Retainer subscription payment (MONTHLY),
li_0007852,inv_007852,prod_3,WatchDog,USD,39.00,Basic (USD) subscription payment,
li_0011494,inv_011494,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0035131,inv_028798,,PPR Charge,AUD,500.00,PPR Charge for tkt_38689,tkt_38689
li_0004613,inv_004613,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0053894,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120034,tkt_120034
li_0053895,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120145,tkt_120145
li_0053896,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120067,tkt_120067
li_0053897,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120057,tkt_120057
li_0053898,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120174,tkt_120174
li_0053899,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120138,tkt_120138
li_0053900,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120168,tkt_120168
li_0053901,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120176,tkt_120176
li_0053902,inv_036405,,PPR Charge,USD,375.00,PPR Charge for tkt_120169,tkt_120169
li_0017919,inv_017919,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0001618,inv_001618,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0007368,inv_007368,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0025949,inv_024746,,PPR Charge,USD,375.00,PPR Charge for tkt_9102,tkt_9102
li_0012234,inv_012234,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0014199,inv_014199,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0015713,inv_015713,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0012884,inv_012884,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0015902,inv_015902,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0011240,inv_011240,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017016,inv_017016,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0001359,inv_001359,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0005783,inv_005783,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0014681,inv_014681,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0045001,inv_032809,,PPR Charge,USD,375.00,PPR Charge for tkt_77295,tkt_77295
li_0055326,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_127002,tkt_127002
li_0055327,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126933,tkt_126933
li_0055328,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126984,tkt_126984
li_0055329,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126949,tkt_126949
li_0055330,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126975,tkt_126975
li_0055331,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126983,tkt_126983
li_0055332,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126988,tkt_126988
li_0055333,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_126925,tkt_126925
li_0055334,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_127005,tkt_127005
li_0055335,inv_036968,,PPR Charge,AUD,500.00,PPR Charge for tkt_127007,tkt_127007
li_0035351,inv_028885,,PPR Charge,USD,375.00,PPR Charge for tkt_39477,tkt_39477
li_0052013,inv_035704,,PPR Charge,USD,375.00,PPR Charge for tkt_111836,tkt_111836
li_0047118,inv_033671,,PPR Charge,USD,375.00,PPR Charge for tkt_87306,tkt_87306
li_0054121,inv_036487,,PPR Charge,USD,375.00,PPR Charge for tkt_121182,tkt_121182
li_0054122,inv_036487,,PPR Charge,USD,375.00,PPR Charge for tkt_121261,tkt_121261
li_0054123,inv_036487,,PPR Charge,USD,375.00,PPR Charge for tkt_121285,tkt_121285
li_0054124,inv_036487,,PPR Charge,USD,375.00,PPR Charge for tkt_121222,tkt_121222
li_0049425,inv_034607,,PPR Charge,AUD,500.00,PPR Charge for tkt_98934,tkt_98934
li_0049426,inv_034607,,PPR Charge,AUD,500.00,PPR Charge for tkt_98935,tkt_98935
li_0047679,inv_033896,,PPR Charge,USD,375.00,PPR Charge for tkt_90138,tkt_90138
li_0049182,inv_034507,,PPR Charge,USD,375.00,PPR Charge for tkt_97515,tkt_97515
li_0048895,inv_034400,,PPR Charge,USD,375.00,PPR Charge for tkt_95903,tkt_95903
li_0025475,inv_024493,,PPR Charge,USD,375.00,PPR Charge for tkt_7179,tkt_7179
li_0055223,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126594,tkt_126594
li_0055224,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126466,tkt_126466
li_0055225,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126479,tkt_126479
li_0055226,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126451,tkt_126451
li_0055227,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126413,tkt_126413
li_0055228,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126517,tkt_126517
li_0055229,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126529,tkt_126529
li_0055230,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126416,tkt_126416
li_0055231,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126470,tkt_126470
li_0055232,inv_036931,,PPR Charge,USD,375.00,PPR Charge for tkt_126482,tkt_126482
li_0053639,inv_036305,,PPR Charge,USD,375.00,PPR Charge for tkt_119059,tkt_119059
li_0054677,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124188,tkt_124188
li_0054678,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124268,tkt_124268
li_0054679,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124242,tkt_124242
li_0054680,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124284,tkt_124284
li_0054681,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124301,tkt_124301
li_0054682,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124308,tkt_124308
li_0054683,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124275,tkt_124275
li_0054684,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124248,tkt_124248
li_0054685,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124227,tkt_124227
li_0054686,inv_036708,,PPR Charge,AUD,500.00,PPR Charge for tkt_124304,tkt_124304
li_0054853,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125080,tkt_125080
li_0054854,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125034,tkt_125034
li_0054855,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125030,tkt_125030
li_0054856,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125052,tkt_125052
li_0054857,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125038,tkt_125038
li_0054858,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125074,tkt_125074
li_0054859,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125079,tkt_125079
li_0054860,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125056,tkt_125056
li_0054861,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125069,tkt_125069
li_0054862,inv_036780,,PPR Charge,USD,375.00,PPR Charge for tkt_125077,tkt_125077
li_0047154,inv_033684,,PPR Charge,USD,375.00,PPR Charge for tkt_87510,tkt_87510
li_0054545,inv_036653,,PPR Charge,USD,375.00,PPR Charge for tkt_123323,tkt_123323
li_0053528,inv_036263,,PPR Charge,AUD,500.00,PPR Charge for tkt_118567,tkt_118567
li_0053529,inv_036263,,PPR Charge,AUD,500.00,PPR Charge for tkt_118433,tkt_118433
li_0055065,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125879,tkt_125879
li_0055066,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125864,tkt_125864
li_0055067,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125826,tkt_125826
li_0055068,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125855,tkt_125855
li_0055069,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125807,tkt_125807
li_0055070,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125817,tkt_125817
li_0055071,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125841,tkt_125841
li_0055072,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125876,tkt_125876
li_0055073,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125851,tkt_125851
li_0055074,inv_036865,,PPR Charge,USD,375.00,PPR Charge for tkt_125829,tkt_125829
li_0041984,inv_031602,,PPR Charge,USD,375.00,PPR Charge for tkt_64309,tkt_64309
li_0048941,inv_034424,,PPR Charge,USD,375.00,PPR Charge for tkt_96096,tkt_96096
li_0052540,inv_035913,,PPR Charge,USD,375.00,PPR Charge for tkt_114197,tkt_114197
li_0043794,inv_032301,,PPR Charge,USD,375.00,PPR Charge for tkt_128653,tkt_128653
li_0055495,inv_037037,,PPR Charge,AUD,500.00,PPR Charge for tkt_127979,tkt_127979
li_0054479,inv_036622,,PPR Charge,USD,375.00,PPR Charge for tkt_122861,tkt_122861
li_0032386,inv_027667,,PPR Charge,USD,375.00,PPR Charge for tkt_30796,tkt_30796
li_0052435,inv_035869,,PPR Charge,AUD,500.00,PPR Charge for tkt_113696,tkt_113696
li_0049481,inv_034637,,PPR Charge,AUD,500.00,PPR Charge for tkt_99173,tkt_99173
li_0030318,inv_026770,,PPR Charge,USD,375.00,PPR Charge for tkt_24473,tkt_24473
li_0055176,inv_036909,,PPR Charge,USD,375.00,PPR Charge for tkt_126243,tkt_126243
li_0024761,inv_024139,,PPR Charge,AUD,500.00,PPR Charge for tkt_93858,tkt_93858
li_0054833,inv_036772,,PPR Charge,USD,375.00,PPR Charge for tkt_124863,tkt_124863
li_0054372,inv_036586,,PPR Charge,USD,375.00,PPR Charge for tkt_122375,tkt_122375
li_0040004,inv_030797,,PPR Charge,USD,375.00,PPR Charge for tkt_56285,tkt_56285
li_0038873,inv_030368,,PPR Charge,AUD,500.00,PPR Charge for tkt_52459,tkt_52459
li_0056423,inv_037380,,PPR Charge,USD,375.00,PPR Charge for tkt_132320,tkt_132320
li_0037194,inv_029663,,PPR Charge,USD,375.00,PPR Charge for tkt_46642,tkt_46642
li_0054745,inv_036734,,PPR Charge,AUD,500.00,PPR Charge for tkt_124481,tkt_124481
li_0054746,inv_036734,,PPR Charge,AUD,500.00,PPR Charge for tkt_124500,tkt_124500
li_0054747,inv_036734,,PPR Charge,AUD,500.00,PPR Charge for tkt_124517,tkt_124517
li_0054748,inv_036734,,PPR Charge,AUD,500.00,PPR Charge for tkt_124506,tkt_124506
li_0054749,inv_036734,,PPR Charge,AUD,500.00,PPR Charge for tkt_124482,tkt_124482
li_0055336,inv_036969,,PPR Charge,AUD,500.00,PPR Charge for tkt_127026,tkt_127026
li_0055337,inv_036969,,PPR Charge,AUD,500.00,PPR Charge for tkt_127010,tkt_127010
li_0033749,inv_028204,,PPR Charge,AUD,500.00,PPR Charge for tkt_34128,tkt_34128
li_0025335,inv_024428,,PPR Charge,USD,375.00,PPR Charge for tkt_6602,tkt_6602
li_0050527,inv_035099,,PPR Charge,USD,750.00,PPR Charge for tkt_104205,tkt_104205
li_0054233,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121756,tkt_121756
li_0054234,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121739,tkt_121739
li_0054235,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121650,tkt_121650
li_0054236,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121636,tkt_121636
li_0054237,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121643,tkt_121643
li_0054238,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121737,tkt_121737
li_0054239,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121782,tkt_121782
li_0054240,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121796,tkt_121796
li_0054241,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121751,tkt_121751
li_0054242,inv_036532,,PPR Charge,AUD,500.00,PPR Charge for tkt_121800,tkt_121800
li_0049362,inv_034580,,PPR Charge,USD,375.00,PPR Charge for tkt_98622,tkt_98622
li_0028972,inv_026175,,PPR Charge,USD,375.00,PPR Charge for tkt_20045,tkt_20045
li_0037293,inv_029713,,PPR Charge,AUD,500.00,PPR Charge for tkt_47009,tkt_47009
li_0054429,inv_036605,,PPR Charge,USD,375.00,PPR Charge for tkt_122594,tkt_122594
li_0054430,inv_036605,,PPR Charge,USD,375.00,PPR Charge for tkt_122638,tkt_122638
li_0039609,inv_030652,,PPR Charge,AUD,500.00,PPR Charge for tkt_55257,tkt_55257
li_0055372,inv_036989,,PPR Charge,USD,375.00,PPR Charge for tkt_127153,tkt_127153
li_0055373,inv_036989,,PPR Charge,USD,375.00,PPR Charge for tkt_127100,tkt_127100
li_0055374,inv_036989,,PPR Charge,USD,375.00,PPR Charge for tkt_127119,tkt_127119
li_0055533,inv_037049,,PPR Charge,USD,375.00,PPR Charge for tkt_128170,tkt_128170
li_0055534,inv_037049,,PPR Charge,USD,375.00,PPR Charge for tkt_128241,tkt_128241
li_0055535,inv_037049,,PPR Charge,USD,375.00,PPR Charge for tkt_128163,tkt_128163
li_0054872,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125155,tkt_125155
li_0054873,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125202,tkt_125202
li_0054874,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125165,tkt_125165
li_0054875,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125170,tkt_125170
li_0054876,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125143,tkt_125143
li_0054877,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125180,tkt_125180
li_0054878,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125138,tkt_125138
li_0054879,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125197,tkt_125197
li_0054880,inv_036786,,PPR Charge,USD,375.00,PPR Charge for tkt_125130,tkt_125130
li_0051322,inv_035429,,PPR Charge,USD,375.00,PPR Charge for tkt_108498,tkt_108498
li_0036298,inv_029294,,PPR Charge,USD,375.00,PPR Charge for tkt_43366,tkt_43366
li_0041910,inv_031557,,PPR Charge,USD,375.00,PPR Charge for tkt_63804,tkt_63804
li_0026947,inv_025192,,PPR Charge,AUD,500.00,PPR Charge for tkt_12502,tkt_12502
li_0054601,inv_036675,,PPR Charge,USD,375.00,PPR Charge for tkt_123879,tkt_123879
li_0055034,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125721,tkt_125721
li_0055035,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125723,tkt_125723
li_0055036,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125750,tkt_125750
li_0055037,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125673,tkt_125673
li_0055038,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125749,tkt_125749
li_0055039,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125657,tkt_125657
li_0055040,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125720,tkt_125720
li_0055041,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125743,tkt_125743
li_0055042,inv_036848,,PPR Charge,AUD,500.00,PPR Charge for tkt_125740,tkt_125740
li_0054863,inv_036781,,PPR Charge,USD,375.00,PPR Charge for tkt_125016,tkt_125016
li_0054864,inv_036781,,PPR Charge,USD,375.00,PPR Charge for tkt_125064,tkt_125064
li_0033076,inv_027951,,PPR Charge,AUD,500.00,PPR Charge for tkt_81722,tkt_81722
li_0049687,inv_034745,,PPR Charge,USD,375.00,PPR Charge for tkt_100316,tkt_100316
li_0049688,inv_034745,,PPR Charge,USD,375.00,PPR Charge for tkt_100317,tkt_100317
li_0049689,inv_034745,,PPR Charge,USD,375.00,PPR Charge for tkt_100319,tkt_100319
li_0054630,inv_036683,,PPR Charge,USD,375.00,PPR Charge for tkt_123941,tkt_123941
li_0044857,inv_032738,,PPR Charge,AUD,500.00,PPR Charge for tkt_128386,tkt_128386
li_0044858,inv_032738,,PPR Charge,AUD,500.00,PPR Charge for tkt_128351,tkt_128351
li_0053028,inv_036078,,PPR Charge,USD,375.00,PPR Charge for tkt_116409,tkt_116409
li_0055003,inv_036830,,PPR Charge,USD,375.00,PPR Charge for tkt_125598,tkt_125598
li_0055004,inv_036830,,PPR Charge,USD,375.00,PPR Charge for tkt_125554,tkt_125554
li_0055005,inv_036830,,PPR Charge,USD,375.00,PPR Charge for tkt_125522,tkt_125522
li_0055006,inv_036830,,PPR Charge,USD,375.00,PPR Charge for tkt_125578,tkt_125578
li_0046323,inv_033333,,PPR Charge,USD,375.00,PPR Charge for tkt_83506,tkt_83506
li_0024926,inv_024202,,PPR Charge,AUD,500.00,PPR Charge for tkt_5089,tkt_5089
li_0024927,inv_024202,,PPR Charge,AUD,500.00,PPR Charge for tkt_5090,tkt_5090
li_0023627,inv_023564,,PPR Charge,AUD,500.00,PPR Charge for tkt_610,tkt_610
li_0054454,inv_036614,,PPR Charge,USD,375.00,PPR Charge for tkt_122755,tkt_122755
li_0053970,inv_036428,,PPR Charge,AUD,500.00,PPR Charge for tkt_120413,tkt_120413
li_0053971,inv_036428,,PPR Charge,AUD,500.00,PPR Charge for tkt_120419,tkt_120419
li_0044537,inv_032597,,PPR Charge,USD,375.00,PPR Charge for tkt_75094,tkt_75094
li_0037809,inv_029919,,PPR Charge,AUD,500.00,PPR Charge for tkt_57545,tkt_57545
li_0038599,inv_030248,,PPR Charge,USD,375.00,PPR Charge for tkt_123194,tkt_123194
li_0051901,inv_035660,,PPR Charge,USD,375.00,PPR Charge for tkt_111152,tkt_111152
li_0051902,inv_035660,,PPR Charge,USD,375.00,PPR Charge for tkt_111151,tkt_111151
li_0040535,inv_031017,,PPR Charge,USD,375.00,PPR Charge for tkt_58677,tkt_58677
li_0048731,inv_034324,,PPR Charge,USD,375.00,PPR Charge for tkt_95092,tkt_95092
li_0054068,inv_036470,,PPR Charge,USD,375.00,PPR Charge for tkt_120942,tkt_120942
li_0054069,inv_036470,,PPR Charge,USD,375.00,PPR Charge for tkt_120937,tkt_120937
li_0054070,inv_036470,,PPR Charge,USD,375.00,PPR Charge for tkt_120889,tkt_120889
li_0042291,inv_031726,,PPR Charge,USD,375.00,PPR Charge for tkt_65591,tkt_65591
li_0056231,inv_037310,,PPR Charge,USD,375.00,PPR Charge for tkt_131536,tkt_131536
li_0044952,inv_032783,,PPR Charge,USD,375.00,PPR Charge for tkt_76916,tkt_76916
li_0055505,inv_037041,,PPR Charge,USD,375.00,PPR Charge for tkt_128078,tkt_128078
li_0055506,inv_037041,,PPR Charge,USD,375.00,PPR Charge for tkt_128081,tkt_128081
li_0052618,inv_035932,,PPR Charge,USD,375.00,PPR Charge for tkt_114492,tkt_114492
li_0052619,inv_035932,,PPR Charge,USD,375.00,PPR Charge for tkt_114493,tkt_114493
li_0052977,inv_036053,,PPR Charge,USD,375.00,PPR Charge for tkt_116090,tkt_116090
li_0052978,inv_036053,,PPR Charge,USD,375.00,PPR Charge for tkt_116091,tkt_116091
li_0052979,inv_036053,,PPR Charge,USD,375.00,PPR Charge for tkt_115975,tkt_115975
li_0040328,inv_030937,,PPR Charge,AUD,500.00,PPR Charge for tkt_57887,tkt_57887
li_0040329,inv_030937,,PPR Charge,AUD,500.00,PPR Charge for tkt_57894,tkt_57894
li_0025751,inv_024655,,PPR Charge,USD,375.00,PPR Charge for tkt_8344,tkt_8344
li_0049064,inv_034467,,PPR Charge,USD,375.00,PPR Charge for tkt_97054,tkt_97054
li_0030336,inv_026787,,PPR Charge,USD,750.00,PPR Charge for tkt_24563,tkt_24563
li_0036781,inv_029481,,PPR Charge,USD,375.00,PPR Charge for tkt_45276,tkt_45276
li_0052503,inv_035893,,PPR Charge,AUD,500.00,PPR Charge for tkt_113985,tkt_113985
li_0026010,inv_024783,,PPR Charge,USD,375.00,PPR Charge for tkt_9388,tkt_9388
li_0045288,inv_032920,,PPR Charge,USD,375.00,PPR Charge for tkt_78510,tkt_78510
li_0052901,inv_036030,,PPR Charge,USD,375.00,PPR Charge for tkt_115780,tkt_115780
li_0055889,inv_037184,,PPR Charge,USD,375.00,PPR Charge for tkt_130206,tkt_130206
li_0055890,inv_037184,,PPR Charge,USD,375.00,PPR Charge for tkt_130135,tkt_130135
li_0055891,inv_037184,,PPR Charge,USD,375.00,PPR Charge for tkt_130176,tkt_130176
li_0055892,inv_037184,,PPR Charge,USD,375.00,PPR Charge for tkt_130152,tkt_130152
li_0053716,inv_036338,,PPR Charge,AUD,500.00,PPR Charge for tkt_119368,tkt_119368
li_0054764,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124586,tkt_124586
li_0054765,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124548,tkt_124548
li_0054766,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124556,tkt_124556
li_0054767,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124574,tkt_124574
li_0054768,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124577,tkt_124577
li_0054769,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124549,tkt_124549
li_0054770,inv_036741,,PPR Charge,AUD,500.00,PPR Charge for tkt_124545,tkt_124545
li_0056038,inv_037238,,PPR Charge,USD,375.00,PPR Charge for tkt_130776,tkt_130776
li_0056039,inv_037238,,PPR Charge,USD,375.00,PPR Charge for tkt_130769,tkt_130769
li_0056040,inv_037238,,PPR Charge,USD,375.00,PPR Charge for tkt_130763,tkt_130763
li_0056041,inv_037238,,PPR Charge,USD,375.00,PPR Charge for tkt_130779,tkt_130779
