ticket_id,created_at,last_updated,customer_id,removal_status,platform,successfully_removed_date,price_for_successful_removal,currency,billing_type
tkt_174745,2026-01-02 00:00:00,2026-01-07 00:00:00,cust_001292,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_174755,2025-10-06 00:00:00,2025-10-07 00:00:00,cust_001293,Successful,Google,2025-10-07 00:00:00,375.00,USD,Pay Per Removal
tkt_174765,2025-10-06 00:00:00,2025-11-05 00:00:00,cust_001293,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_174775,2025-10-06 00:00:00,2025-10-09 00:00:00,cust_001293,Successful,Google,2025-10-09 00:00:00,375.00,USD,Pay Per Removal
tkt_174785,2025-10-06 00:00:00,2025-10-09 00:00:00,cust_001293,Successful,Google,2025-10-09 00:00:00,375.00,USD,Pay Per Removal
tkt_174795,2025-10-11 00:00:00,2025-10-14 00:00:00,cust_001293,Successful,Google,2025-10-14 00:00:00,375.00,USD,Pay Per Removal
tkt_174805,2025-10-12 00:00:00,2026-01-21 00:00:00,cust_001293,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_174815,2026-01-13 00:00:00,2026-01-29 00:00:00,cust_001293,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_174825,2025-10-06 00:00:00,2025-10-06 00:00:00,cust_001294,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_174835,2025-10-06 00:00:00,2025-10-19 00:00:00,cust_001294,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_174845,2025-10-06 00:00:00,2026-01-17 00:00:00,cust_001294,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_174855,2025-10-06 00:00:00,2025-10-06 00:00:00,cust_001294,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_174865,2025-10-06 00:00:00,2026-01-18 00:00:00,cust_001294,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_174875,2025-10-12 00:00:00,2025-11-12 00:00:00,cust_001294,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174885,2025-10-12 00:00:00,2025-10-26 00:00:00,cust_001294,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174895,2025-11-25 00:00:00,2025-11-29 00:00:00,cust_001294,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174905,2025-10-02 00:00:00,2025-11-13 00:00:00,cust_000303,Successful,Google,2025-11-13 00:00:00,375.00,USD,Pay Per Removal
tkt_174915,2025-10-02 00:00:00,2025-10-05 00:00:00,cust_000303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_174925,2025-10-02 00:00:00,2025-11-07 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174935,2025-10-02 00:00:00,2025-11-08 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174945,2025-10-02 00:00:00,2025-10-19 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174955,2025-10-02 00:00:00,2025-10-08 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174965,2025-10-02 00:00:00,2025-11-20 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_174975,2025-10-02 00:00:00,2025-10-25 00:00:00,cust_000303,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_174985,2025-10-02 00:00:00,2025-10-04 00:00:00,cust_000303,Successful,Google,2025-10-04 00:00:00,375.00,USD,Pay Per Removal
tkt_174995,2025-10-02 00:00:00,2025-10-09 00:00:00,cust_000303,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175005,2025-10-02 00:00:00,2025-11-21 00:00:00,cust_000303,Successful,Other,2025-11-21 00:00:00,375.00,USD,Pay Per Removal
tkt_175015,2025-10-02 00:00:00,2026-01-12 00:00:00,cust_000303,Successful,Other,2026-01-12 00:00:00,375.00,USD,Pay Per Removal
tkt_175025,2025-10-02 00:00:00,2025-10-04 00:00:00,cust_000303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175035,2025-10-12 00:00:00,2025-11-03 00:00:00,cust_000303,Successful,Other,2025-11-03 00:00:00,375.00,USD,Pay Per Removal
tkt_175045,2025-10-07 00:00:00,2026-01-15 00:00:00,cust_000303,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_175055,2025-10-04 00:00:00,2025-11-27 00:00:00,cust_000303,Successful,Glassdoor,2025-11-27 00:00:00,375.00,USD,Pay Per Removal
tkt_175065,2025-10-05 00:00:00,2025-11-07 00:00:00,cust_000303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175075,2025-10-07 00:00:00,2025-10-12 00:00:00,cust_000303,Successful,Glassdoor,2025-10-12 00:00:00,375.00,USD,Pay Per Removal
tkt_175085,2025-11-05 00:00:00,2025-11-05 00:00:00,cust_000303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175095,2025-12-15 00:00:00,2025-12-18 00:00:00,cust_000303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175105,2025-10-05 00:00:00,2025-10-06 00:00:00,cust_001295,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175115,2025-10-05 00:00:00,2025-10-06 00:00:00,cust_001295,Not Started,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175125,2025-10-05 00:00:00,2025-10-19 00:00:00,cust_001295,Successful,Other,2025-10-19 00:00:00,375.00,USD,Pay Per Removal
tkt_175135,2025-10-05 00:00:00,2025-10-08 00:00:00,cust_001295,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175145,2025-10-05 00:00:00,2025-10-05 00:00:00,cust_001295,Successful,Google,2025-10-05 00:00:00,375.00,USD,Pay Per Removal
tkt_175155,2025-10-05 00:00:00,2025-10-13 00:00:00,cust_001295,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175165,2025-10-07 00:00:00,2025-10-09 00:00:00,cust_001295,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175175,2025-10-08 00:00:00,2026-01-26 00:00:00,cust_001295,In Progress,Other,,375.00,USD,Pay Per Removal
tkt_175185,2025-10-09 00:00:00,2025-10-22 00:00:00,cust_001295,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175195,2025-12-27 00:00:00,2025-12-30 00:00:00,cust_001295,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175205,2025-10-03 00:00:00,2025-10-03 00:00:00,cust_001296,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175215,2025-10-03 00:00:00,2025-10-10 00:00:00,cust_001296,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_175225,2025-10-03 00:00:00,2025-10-22 00:00:00,cust_001296,Successful,Google,2025-10-22 00:00:00,500.00,AUD,Pay Per Removal
tkt_175235,2025-10-03 00:00:00,2025-10-06 00:00:00,cust_001296,Successful,Google,2025-10-06 00:00:00,500.00,AUD,Pay Per Removal
tkt_175245,2025-10-03 00:00:00,2025-10-04 00:00:00,cust_001296,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175255,2025-10-03 00:00:00,2025-10-18 00:00:00,cust_001296,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175265,2025-10-03 00:00:00,2025-10-13 00:00:00,cust_001296,Successful,Other,2025-10-13 00:00:00,500.00,AUD,Pay Per Removal
tkt_175275,2025-10-06 00:00:00,2025-10-16 00:00:00,cust_001296,Successful,Other,2025-10-16 00:00:00,500.00,AUD,Pay Per Removal
tkt_175285,2025-10-13 00:00:00,2025-10-14 00:00:00,cust_001296,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175295,2025-11-13 00:00:00,2025-11-23 00:00:00,cust_001296,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175305,2025-12-14 00:00:00,2026-01-12 00:00:00,cust_001296,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175315,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001302,Successful,Google,2025-11-07 00:00:00,500.00,AUD,Pay Per Removal
tkt_175325,2025-11-04 00:00:00,2025-11-28 00:00:00,cust_001302,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_175335,2025-11-04 00:00:00,2025-11-23 00:00:00,cust_001302,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_175345,2025-11-04 00:00:00,2025-12-21 00:00:00,cust_001302,Successful,Google,2025-12-21 00:00:00,500.00,AUD,Pay Per Removal
tkt_175355,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001302,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175365,2025-11-04 00:00:00,2025-11-14 00:00:00,cust_001302,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175375,2025-11-04 00:00:00,2025-11-26 00:00:00,cust_001302,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175385,2025-11-12 00:00:00,2025-11-24 00:00:00,cust_001302,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175395,2025-11-11 00:00:00,2026-01-28 00:00:00,cust_001302,In Progress,Google,,500.00,AUD,Pay Per Removal
tkt_175405,2025-11-05 00:00:00,2025-11-22 00:00:00,cust_001302,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_175415,2025-12-15 00:00:00,2025-12-15 00:00:00,cust_001302,Successful,Google,2025-12-15 00:00:00,500.00,AUD,Pay Per Removal
tkt_175425,2025-11-06 00:00:00,2025-11-07 00:00:00,cust_001303,Successful,Google,2025-11-07 00:00:00,375.00,USD,Pay Per Removal
tkt_175435,2025-11-06 00:00:00,2025-11-26 00:00:00,cust_001303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175445,2025-11-06 00:00:00,2025-12-19 00:00:00,cust_001303,Successful,Google,2025-12-19 00:00:00,375.00,USD,Pay Per Removal
tkt_175455,2025-11-06 00:00:00,2025-11-19 00:00:00,cust_001303,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175465,2025-11-06 00:00:00,2025-11-06 00:00:00,cust_001303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175475,2025-11-06 00:00:00,2025-11-07 00:00:00,cust_001303,Not Started,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175485,2025-11-06 00:00:00,2025-11-20 00:00:00,cust_001303,Successful,Google,2025-11-20 00:00:00,375.00,USD,Pay Per Removal
tkt_175495,2025-11-06 00:00:00,2025-11-18 00:00:00,cust_001303,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175505,2025-11-06 00:00:00,2025-11-27 00:00:00,cust_001303,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175515,2025-11-06 00:00:00,2025-11-07 00:00:00,cust_001303,Successful,Glassdoor,2025-11-07 00:00:00,375.00,USD,Pay Per Removal
tkt_175525,2025-11-06 00:00:00,2025-12-07 00:00:00,cust_001303,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175535,2025-11-12 00:00:00,2025-12-02 00:00:00,cust_001303,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175545,2025-11-09 00:00:00,2025-11-18 00:00:00,cust_001303,Successful,Google,2025-11-18 00:00:00,375.00,USD,Pay Per Removal
tkt_175555,2025-11-14 00:00:00,2026-01-19 00:00:00,cust_001303,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175565,2025-11-11 00:00:00,2026-01-29 00:00:00,cust_001303,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175575,2025-11-15 00:00:00,2025-11-19 00:00:00,cust_001303,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175585,2025-12-22 00:00:00,2026-01-28 00:00:00,cust_001303,In Progress,Other,,375.00,USD,Pay Per Removal
tkt_175595,2026-01-05 00:00:00,2026-01-08 00:00:00,cust_001303,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175605,2025-11-06 00:00:00,2025-11-08 00:00:00,cust_001304,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175615,2025-11-06 00:00:00,2025-11-08 00:00:00,cust_001304,Successful,Google,2025-11-08 00:00:00,500.00,AUD,Pay Per Removal
tkt_175625,2025-11-06 00:00:00,2025-12-13 00:00:00,cust_001304,Successful,Google,2025-12-13 00:00:00,500.00,AUD,Pay Per Removal
tkt_175635,2025-11-06 00:00:00,2026-01-28 00:00:00,cust_001304,In Progress,Other,,500.00,AUD,Pay Per Removal
tkt_175645,2025-11-09 00:00:00,2025-11-24 00:00:00,cust_001304,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175655,2025-11-04 00:00:00,2026-01-27 00:00:00,cust_001305,In Progress,Google,,500.00,AUD,Pay Per Removal
tkt_175665,2025-11-04 00:00:00,2025-11-16 00:00:00,cust_001305,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175675,2025-11-04 00:00:00,2026-01-18 00:00:00,cust_001305,In Progress,Google,,500.00,AUD,Pay Per Removal
tkt_175685,2025-11-04 00:00:00,2025-11-18 00:00:00,cust_001305,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175695,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001305,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175705,2025-11-04 00:00:00,2025-12-30 00:00:00,cust_001305,Successful,Other,2025-12-30 00:00:00,500.00,AUD,Pay Per Removal
tkt_175715,2025-11-04 00:00:00,2025-11-05 00:00:00,cust_001305,Successful,Glassdoor,2025-11-05 00:00:00,500.00,AUD,Pay Per Removal
tkt_175725,2025-11-14 00:00:00,2025-11-22 00:00:00,cust_001305,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_175735,2025-11-06 00:00:00,2025-11-06 00:00:00,cust_001305,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175745,2025-12-03 00:00:00,2025-12-05 00:00:00,cust_001305,Successful,Google,2025-12-05 00:00:00,500.00,AUD,Pay Per Removal
tkt_175755,2025-11-04 00:00:00,2025-12-08 00:00:00,cust_001306,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175765,2025-11-04 00:00:00,2025-11-06 00:00:00,cust_001306,Successful,Google,2025-11-06 00:00:00,375.00,USD,Pay Per Removal
tkt_175775,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001306,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_175785,2025-11-04 00:00:00,2025-11-21 00:00:00,cust_001306,Successful,Google,2025-11-21 00:00:00,375.00,USD,Pay Per Removal
tkt_175795,2025-11-04 00:00:00,2026-01-18 00:00:00,cust_001306,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175805,2025-11-04 00:00:00,2025-11-15 00:00:00,cust_001306,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175815,2025-11-07 00:00:00,2025-12-03 00:00:00,cust_001306,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175825,2025-11-07 00:00:00,2025-11-18 00:00:00,cust_001306,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175835,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001307,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175845,2025-11-04 00:00:00,2025-11-05 00:00:00,cust_001307,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_175855,2025-11-04 00:00:00,2025-11-30 00:00:00,cust_001307,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175865,2025-11-04 00:00:00,2025-11-06 00:00:00,cust_001307,Not Started,Other,,500.00,AUD,Pay Per Removal
tkt_175875,2025-11-12 00:00:00,2025-12-27 00:00:00,cust_001307,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_175885,2026-01-21 00:00:00,2026-01-26 00:00:00,cust_001307,In Progress,Other,,500.00,AUD,Pay Per Removal
tkt_175895,2025-11-01 00:00:00,2025-11-09 00:00:00,cust_001308,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175905,2025-11-01 00:00:00,2025-11-13 00:00:00,cust_001308,Unsuccessful,Other,,375.00,USD,Pay Per Removal
tkt_175915,2025-11-01 00:00:00,2025-12-02 00:00:00,cust_001308,Successful,Google,2025-12-02 00:00:00,375.00,USD,Pay Per Removal
tkt_175925,2025-11-01 00:00:00,2025-11-19 00:00:00,cust_001308,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175935,2025-11-01 00:00:00,2025-11-30 00:00:00,cust_001308,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175945,2025-11-11 00:00:00,2025-11-14 00:00:00,cust_001308,Successful,Google,2025-11-14 00:00:00,375.00,USD,Pay Per Removal
tkt_175955,2025-11-03 00:00:00,2025-12-02 00:00:00,cust_001308,Successful,Other,2025-12-02 00:00:00,375.00,USD,Pay Per Removal
tkt_175965,2026-01-01 00:00:00,2026-01-16 00:00:00,cust_001308,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_175975,2025-11-01 00:00:00,2025-11-13 00:00:00,cust_001309,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_175985,2025-11-01 00:00:00,2025-11-10 00:00:00,cust_001309,Successful,Google,2025-11-10 00:00:00,375.00,USD,Pay Per Removal
tkt_175995,2025-11-01 00:00:00,2025-11-06 00:00:00,cust_001309,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176005,2025-11-01 00:00:00,2025-12-03 00:00:00,cust_001309,Successful,Google,2025-12-03 00:00:00,375.00,USD,Pay Per Removal
tkt_176015,2025-11-01 00:00:00,2025-11-21 00:00:00,cust_001309,Successful,Google,2025-11-21 00:00:00,375.00,USD,Pay Per Removal
tkt_176025,2025-11-01 00:00:00,2026-01-26 00:00:00,cust_001309,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_176035,2025-11-08 00:00:00,2025-11-10 00:00:00,cust_001309,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176045,2025-11-05 00:00:00,2025-11-06 00:00:00,cust_001309,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176055,2025-11-09 00:00:00,2025-11-10 00:00:00,cust_001309,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_176065,2025-12-17 00:00:00,2025-12-20 00:00:00,cust_001309,Successful,Glassdoor,2025-12-20 00:00:00,375.00,USD,Pay Per Removal
tkt_176075,2025-11-05 00:00:00,2025-11-05 00:00:00,cust_001310,Successful,Google,2025-11-05 00:00:00,375.00,USD,Pay Per Removal
tkt_176085,2025-11-05 00:00:00,2026-01-26 00:00:00,cust_001310,In Progress,Other,,375.00,USD,Pay Per Removal
tkt_176095,2025-11-05 00:00:00,2025-11-09 00:00:00,cust_001310,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176105,2025-11-05 00:00:00,2025-11-28 00:00:00,cust_001310,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176115,2025-11-05 00:00:00,2025-11-05 00:00:00,cust_001310,Successful,Google,2025-11-05 00:00:00,375.00,USD,Pay Per Removal
tkt_176125,2025-11-05 00:00:00,2025-11-08 00:00:00,cust_001310,Successful,Google,2025-11-08 00:00:00,375.00,USD,Pay Per Removal
tkt_176135,2025-11-12 00:00:00,2025-11-13 00:00:00,cust_001310,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_176145,2025-11-09 00:00:00,2025-11-27 00:00:00,cust_001310,Successful,Glassdoor,2025-11-27 00:00:00,375.00,USD,Pay Per Removal
tkt_176155,2025-11-11 00:00:00,2025-12-04 00:00:00,cust_001310,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176165,2025-12-04 00:00:00,2025-12-07 00:00:00,cust_001310,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_176175,2025-11-05 00:00:00,2025-11-16 00:00:00,cust_001311,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176185,2025-11-05 00:00:00,2025-11-08 00:00:00,cust_001311,Successful,Glassdoor,2025-11-08 00:00:00,375.00,USD,Pay Per Removal
tkt_176195,2025-11-05 00:00:00,2025-11-27 00:00:00,cust_001311,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176205,2025-11-05 00:00:00,2025-11-05 00:00:00,cust_001311,Successful,Google,2025-11-05 00:00:00,375.00,USD,Pay Per Removal
tkt_176215,2025-11-05 00:00:00,2025-11-08 00:00:00,cust_001311,Successful,Glassdoor,2025-11-08 00:00:00,375.00,USD,Pay Per Removal
tkt_176225,2025-11-05 00:00:00,2025-11-08 00:00:00,cust_001311,Successful,Google,2025-11-08 00:00:00,375.00,USD,Pay Per Removal
tkt_176235,2025-11-05 00:00:00,2025-11-07 00:00:00,cust_001311,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_176245,2025-11-05 00:00:00,2026-01-22 00:00:00,cust_001311,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_176255,2025-11-05 00:00:00,2025-11-11 00:00:00,cust_001311,Successful,Google,2025-11-11 00:00:00,375.00,USD,Pay Per Removal
tkt_176265,2025-11-10 00:00:00,2025-11-10 00:00:00,cust_001311,Successful,Google,2025-11-10 00:00:00,375.00,USD,Pay Per Removal
tkt_176275,2025-11-15 00:00:00,2025-11-18 00:00:00,cust_001311,Successful,Google,2025-11-18 00:00:00,375.00,USD,Pay Per Removal
tkt_176285,2025-11-15 00:00:00,2025-11-29 00:00:00,cust_001311,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176295,2025-12-27 00:00:00,2026-01-13 00:00:00,cust_001311,Successful,Glassdoor,2026-01-13 00:00:00,375.00,USD,Pay Per Removal
tkt_176305,2025-11-06 00:00:00,2025-11-12 00:00:00,cust_001312,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176315,2025-11-06 00:00:00,2025-11-20 00:00:00,cust_001312,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176325,2025-11-06 00:00:00,2025-11-07 00:00:00,cust_001312,Not Started,Other,,375.00,USD,Pay Per Removal
tkt_176335,2025-11-06 00:00:00,2025-11-15 00:00:00,cust_001312,Successful,Google,2025-11-15 00:00:00,375.00,USD,Pay Per Removal
tkt_176345,2025-11-06 00:00:00,2025-12-27 00:00:00,cust_001312,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176355,2025-11-15 00:00:00,2026-01-18 00:00:00,cust_001312,In Progress,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176365,2025-11-15 00:00:00,2025-11-15 00:00:00,cust_001312,Not Started,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176375,2025-11-01 00:00:00,2025-11-21 00:00:00,cust_001313,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176385,2025-11-01 00:00:00,2025-12-03 00:00:00,cust_001313,Unsuccessful,Glassdoor,,375.00,USD,Pay Per Removal
tkt_176395,2025-11-01 00:00:00,2026-01-18 00:00:00,cust_001313,In Progress,Google,,375.00,USD,Pay Per Removal
tkt_176405,2025-11-01 00:00:00,2025-11-01 00:00:00,cust_001313,Not Started,Other,,375.00,USD,Pay Per Removal
tkt_176415,2025-11-01 00:00:00,2025-11-05 00:00:00,cust_001313,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176425,2025-11-01 00:00:00,2025-11-15 00:00:00,cust_001313,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176435,2025-11-03 00:00:00,2025-12-01 00:00:00,cust_001313,Successful,Other,2025-12-01 00:00:00,375.00,USD,Pay Per Removal
tkt_176445,2025-11-03 00:00:00,2025-11-11 00:00:00,cust_001313,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176455,2026-01-13 00:00:00,2026-01-13 00:00:00,cust_001313,Not Started,Google,,375.00,USD,Pay Per Removal
tkt_176465,2025-11-02 00:00:00,2025-11-12 00:00:00,cust_001314,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176475,2025-11-02 00:00:00,2025-11-27 00:00:00,cust_001314,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_176485,2025-11-02 00:00:00,2025-11-02 00:00:00,cust_001314,Successful,Google,2025-11-02 00:00:00,500.00,AUD,Pay Per Removal
tkt_176495,2025-11-02 00:00:00,2025-11-20 00:00:00,cust_001314,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176505,2025-11-02 00:00:00,2025-12-05 00:00:00,cust_001314,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176515,2025-11-02 00:00:00,2026-01-21 00:00:00,cust_001314,In Progress,Google,,500.00,AUD,Pay Per Removal
tkt_176525,2025-11-02 00:00:00,2025-12-10 00:00:00,cust_001314,Successful,Other,2025-12-10 00:00:00,500.00,AUD,Pay Per Removal
tkt_176535,2025-11-04 00:00:00,2025-11-07 00:00:00,cust_001314,Successful,Google,2025-11-07 00:00:00,500.00,AUD,Pay Per Removal
tkt_176545,2025-11-09 00:00:00,2025-11-30 00:00:00,cust_001314,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176555,2025-11-03 00:00:00,2025-11-20 00:00:00,cust_001314,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176565,2025-12-14 00:00:00,2025-12-14 00:00:00,cust_001314,Not Started,Glassdoor,,500.00,AUD,Pay Per Removal
tkt_176575,2026-01-27 00:00:00,2026-01-30 00:00:00,cust_001314,Not Started,Other,,500.00,AUD,Pay Per Removal
tkt_176585,2025-11-01 00:00:00,2025-11-21 00:00:00,cust_000145,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176595,2025-11-01 00:00:00,2025-11-01 00:00:00,cust_000145,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_176605,2025-11-01 00:00:00,2025-11-13 00:00:00,cust_000145,Unsuccessful,Google,,500.00,AUD,Pay Per Removal
tkt_176615,2025-11-01 00:00:00,2026-01-24 00:00:00,cust_000145,In Progress,Other,,500.00,AUD,Pay Per Removal
tkt_176625,2025-11-01 00:00:00,2025-11-01 00:00:00,cust_000145,Not Started,Other,,500.00,AUD,Pay Per Removal
tkt_176635,2025-11-01 00:00:00,2025-11-04 00:00:00,cust_000145,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_176645,2025-11-01 00:00:00,2025-11-30 00:00:00,cust_000145,Unsuccessful,Other,,500.00,AUD,Pay Per Removal
tkt_176655,2025-11-09 00:00:00,2025-12-27 00:00:00,cust_000145,Successful,Other,2025-12-27 00:00:00,500.00,AUD,Pay Per Removal
tkt_176665,2025-11-06 00:00:00,2025-12-07 00:00:00,cust_000145,Unsuccessful,Glassdoor,,500.00,AUD,Pay Per Removal
tkt_176675,2025-11-11 00:00:00,2025-11-13 00:00:00,cust_000145,Successful,Google,2025-11-13 00:00:00,500.00,AUD,Pay Per Removal
tkt_176685,2025-11-04 00:00:00,2025-11-05 00:00:00,cust_000145,Not Started,Other,,500.00,AUD,Pay Per Removal
tkt_176695,2026-01-23 00:00:00,2026-01-25 00:00:00,cust_000145,Not Started,Google,,500.00,AUD,Pay Per Removal
tkt_176705,2025-11-02 00:00:00,2025-11-12 00:00:00,cust_001315,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176715,2025-11-02 00:00:00,2025-11-04 00:00:00,cust_001315,Successful,Glassdoor,2025-11-04 00:00:00,375.00,USD,Pay Per Removal
tkt_176725,2025-11-02 00:00:00,2025-11-10 00:00:00,cust_001315,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176735,2025-11-02 00:00:00,2025-12-04 00:00:00,cust_001315,Unsuccessful,Google,,375.00,USD,Pay Per Removal
tkt_176745,2025-11-02 00:00:00,2025-11-03 00:00:00,cust_001315,Not Started,Other,,375.00,USD,Pay Per Removal
